id,sleeve,ea,symbol,base,parameter,value,overrides,model,is_net,is_pf,is_dd,is_n,oos_net,oos_pf,oos_dd,oos_n,survives,strict,tradeoff,status,note
PAIR_EURGBP__Stop_Z__4p5,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Stop_Z,4.5,{'Stop_Z': 4.5},open_prices,9896.0,1.1409,7.8231,112,6311.0,1.4175,3.8093,42,True,False,False,OK,
PAIR_EURGBP__Stop_Z__4p75,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Stop_Z,4.75,{'Stop_Z': 4.75},open_prices,10526.0,1.1513,8.0227,108,6380.0,1.421,3.8463,40,True,False,False,OK,
PAIR_EURGBP__Stop_Z__5p5,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Stop_Z,5.5,{'Stop_Z': 5.5},open_prices,11453.0,1.1634,8.3239,98,9483.0,1.6583,3.7879,40,True,False,False,OK,
PAIR_EURGBP__Stop_Z__6p0,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Stop_Z,6.0,{'Stop_Z': 6.0},open_prices,11399.0,1.1628,8.3729,96,9506.0,1.6821,3.5959,38,True,False,True,OK,
PAIR_EURGBP__Stop_Z__7p0,PAIR_EURGBP,PairTrade,EURUSD,configs/pairtrade_eurusd_gbpusd.yaml,Stop_Z,7.0,{'Stop_Z': 7.0},open_prices,11399.0,1.1628,8.3729,96,9506.0,1.6821,3.5959,38,True,False,True,OK,
BFX_BTC__DropPct__5,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,DropPct,5,{'DropPct': 5},open_prices,38782.0,1.9286,18.4402,20,-8377.0,0.8571,26.9869,67,False,False,False,OK,
BFX_BTC__DropPct__7p5,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,DropPct,7.5,{'DropPct': 7.5},open_prices,54888.0,2.931,10.0796,15,9908.0,1.1969,18.8215,60,True,False,False,OK,
BFX_BTC__DropPct__12p5,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,DropPct,12.5,{'DropPct': 12.5},open_prices,2165.0,1.1631,11.4987,3,15872.0,1.3605,15.6012,44,True,False,False,OK,
BFX_BTC__DropPct__15,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,DropPct,15,{'DropPct': 15},open_prices,5845.0,1.7963,6.485,2,27826.0,2.5899,11.872,36,True,False,True,OK,
BFX_BTC__DropPct__20,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,DropPct,20,{'DropPct': 20},open_prices,0.0,0.0,0.0,0,10723.0,2.1368,4.747,21,False,False,False,OK,
BFX_BTC__DropPct__25,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,DropPct,25,{'DropPct': 25},open_prices,0.0,0.0,0.0,0,12968.0,3.8302,2.582,10,False,False,False,OK,
BFX_BTC__LookbackDays__1,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,LookbackDays,1,{'LookbackDays': 1},open_prices,19821.0,0.0,0.0,3,3370.0,1.2401,6.687,26,True,False,False,OK,
BFX_BTC__LookbackDays__2,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,LookbackDays,2,{'LookbackDays': 2},open_prices,19821.0,0.0,0.0,3,4198.0,1.1035,17.051,41,True,False,False,OK,
BFX_BTC__LookbackDays__3,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,LookbackDays,3,{'LookbackDays': 3},open_prices,19279.0,2.4524,10.4881,6,8850.0,1.1833,16.4421,48,True,False,False,OK,
BFX_BTC__LookbackDays__7,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,LookbackDays,7,{'LookbackDays': 7},open_prices,62203.0,4.6929,5.7771,13,13747.0,1.2719,16.428,54,True,False,False,OK,
BFX_BTC__LookbackDays__10,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,LookbackDays,10,{'LookbackDays': 10},open_prices,55156.0,4.3131,7.5192,12,19376.0,1.4478,13.0521,50,True,False,True,OK,
BFX_BTC__LookbackDays__14,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,LookbackDays,14,{'LookbackDays': 14},open_prices,40855.0,1.8152,10.0156,20,17194.0,1.3128,18.9221,52,True,False,False,OK,
BFX_BTC__LookbackDays__20,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,LookbackDays,20,{'LookbackDays': 20},open_prices,44521.0,1.9196,7.8704,22,2977.0,1.0542,17.2184,53,True,False,False,OK,
BFX_BTC__HoldDays__2,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,HoldDays,2,{'HoldDays': 2},open_prices,28934.0,12.2627,0.5329,16,3012.0,1.1607,8.5981,75,True,False,False,OK,
BFX_BTC__HoldDays__3,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,HoldDays,3,{'HoldDays': 3},open_prices,34057.0,4.4047,6.146,13,8449.0,1.367,8.068,68,True,False,False,OK,
BFX_BTC__HoldDays__5,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,HoldDays,5,{'HoldDays': 5},open_prices,39245.0,9.8669,3.5544,9,-2347.0,0.9305,15.086,59,False,False,False,OK,
BFX_BTC__HoldDays__7,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,HoldDays,7,{'HoldDays': 7},open_prices,36562.0,3.9365,7.8722,9,3571.0,1.0933,15.2793,53,True,False,False,OK,
BFX_BTC__HoldDays__14,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,HoldDays,14,{'HoldDays': 14},open_prices,63728.0,0.0,0.0,8,1568.0,1.0284,19.9731,40,True,False,False,OK,
BFX_BTC__HoldDays__20,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,HoldDays,20,{'HoldDays': 20},open_prices,42188.0,10.9289,3.1049,7,5965.0,1.1149,17.9317,32,True,False,False,OK,
BFX_BTC__HoldDays__30,BFX_BTC,BfxRev_EA,BTCUSD,configs/bfxrev_btcusd_d1.yaml,HoldDays,30,{'HoldDays': 30},open_prices,43545.0,9.5382,3.869,7,-10131.0,0.8275,24.9668,25,False,False,False,OK,
FUNDING_BTC__Threshold_Pct8h__m0p001,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,Threshold_Pct8h,-0.001,{'Threshold_Pct8h': -0.001},open_prices,34005.0,1.4933,12.6861,55,3171.0,2.1173,1.0445,10,True,False,False,OK,
FUNDING_BTC__Threshold_Pct8h__m0p002,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,Threshold_Pct8h,-0.002,{'Threshold_Pct8h': -0.002},open_prices,48324.0,1.9027,11.87,43,3081.0,2.0523,1.061,10,True,False,False,OK,
FUNDING_BTC__Threshold_Pct8h__m0p003,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,Threshold_Pct8h,-0.003,{'Threshold_Pct8h': -0.003},open_prices,57087.0,2.6583,9.1583,37,3081.0,2.0523,1.061,10,True,False,True,OK,
FUNDING_BTC__Threshold_Pct8h__m0p005,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,Threshold_Pct8h,-0.005,{'Threshold_Pct8h': -0.005},open_prices,27906.0,2.5785,5.8694,21,3279.0,2.2011,1.061,9,True,False,True,OK,
FUNDING_BTC__Threshold_Pct8h__m0p006,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,Threshold_Pct8h,-0.006,{'Threshold_Pct8h': -0.006},open_prices,23405.0,2.3239,5.8694,20,3168.0,2.1604,1.061,9,True,False,True,OK,
FUNDING_BTC__Threshold_Pct8h__m0p008,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,Threshold_Pct8h,-0.008,{'Threshold_Pct8h': -0.008},open_prices,11858.0,2.1808,4.2269,11,3503.0,2.3442,1.061,8,True,False,True,OK,
FUNDING_BTC__Threshold_Pct8h__m0p01,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,Threshold_Pct8h,-0.01,{'Threshold_Pct8h': -0.01},open_prices,10704.0,3.3194,2.67,7,3751.0,2.4394,1.061,8,True,False,True,OK,
FUNDING_BTC__MaxHoldDays__3,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,MaxHoldDays,3,{'MaxHoldDays': 3},open_prices,27419.0,2.4765,6.7733,35,-1668.0,0.536,3.204,18,False,False,False,OK,
FUNDING_BTC__MaxHoldDays__5,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,MaxHoldDays,5,{'MaxHoldDays': 5},open_prices,23364.0,2.0219,8.1937,30,1075.0,1.3771,1.0576,15,True,False,False,OK,
FUNDING_BTC__MaxHoldDays__7,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,MaxHoldDays,7,{'MaxHoldDays': 7},open_prices,59567.0,3.7951,7.6514,30,-1104.0,0.7895,3.1997,14,False,False,False,OK,
FUNDING_BTC__MaxHoldDays__10,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,MaxHoldDays,10,{'MaxHoldDays': 10},open_prices,51883.0,3.6234,8.0164,28,-2145.0,0.5861,3.392,12,False,False,False,OK,
FUNDING_BTC__MaxHoldDays__14,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,MaxHoldDays,14,{'MaxHoldDays': 14},open_prices,50769.0,3.2811,7.8219,27,-5230.0,0.4557,6.1107,10,False,False,False,OK,
FUNDING_BTC__MaxHoldDays__30,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,MaxHoldDays,30,{'MaxHoldDays': 30},open_prices,36447.0,2.7351,8.2767,24,436.0,1.0782,4.3886,8,True,False,False,OK,
FUNDING_BTC__MaxHoldDays__40,FUNDING_BTC,FundingRev_EA,BTCUSD,configs/fundingrev_btcusd_d1.yaml,MaxHoldDays,40,{'MaxHoldDays': 40},open_prices,34434.0,2.6665,8.4457,24,-838.0,0.8498,4.4424,7,False,False,False,OK,
ETH_ETHUSD__TrendMA_Period__100,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_Period,100,{'TrendMA_Period': 100},open_prices,3341.0,1.3091,3.1675,36,3448.0,4.4411,0.7409,19,True,False,False,OK,
ETH_ETHUSD__TrendMA_Period__125,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_Period,125,{'TrendMA_Period': 125},open_prices,3404.0,1.3416,3.5791,32,3510.0,4.6,0.704,20,True,False,False,OK,
ETH_ETHUSD__TrendMA_Period__150,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_Period,150,{'TrendMA_Period': 150},open_prices,4419.0,1.5065,3.1434,29,3664.0,5.3775,0.5671,20,True,True,False,OK,
ETH_ETHUSD__TrendMA_Period__175,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_Period,175,{'TrendMA_Period': 175},open_prices,4025.0,1.4491,3.3016,29,3576.0,4.9955,0.6346,20,True,False,True,OK,
ETH_ETHUSD__TrendMA_Period__225,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_Period,225,{'TrendMA_Period': 225},open_prices,5050.0,1.676,3.3762,27,3003.0,3.4454,0.7254,23,True,False,False,OK,
ETH_ETHUSD__TrendMA_Period__250,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_Period,250,{'TrendMA_Period': 250},open_prices,3727.0,1.4253,3.3958,29,3198.0,4.1049,0.7713,21,True,False,False,OK,
ETH_ETHUSD__TrendMA_Period__300,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,TrendMA_Period,300,{'TrendMA_Period': 300},open_prices,3059.0,1.3253,3.4013,32,3049.0,3.6606,0.7666,21,True,False,False,OK,
ETH_ETHUSD__ExitMA_Period__10,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,ExitMA_Period,10,{'ExitMA_Period': 10},open_prices,1063.0,1.0623,5.6658,63,2360.0,1.7445,1.7193,51,True,False,False,OK,
ETH_ETHUSD__ExitMA_Period__20,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,ExitMA_Period,20,{'ExitMA_Period': 20},open_prices,2873.0,1.2048,3.3385,41,3896.0,4.2878,0.4693,29,True,False,False,OK,
ETH_ETHUSD__ExitMA_Period__30,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,ExitMA_Period,30,{'ExitMA_Period': 30},open_prices,3193.0,1.3165,2.7495,34,4008.0,6.1057,0.3504,19,True,False,True,OK,
ETH_ETHUSD__ExitMA_Period__50,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,ExitMA_Period,50,{'ExitMA_Period': 50},open_prices,4299.0,1.6118,3.6324,22,2333.0,2.5369,1.2304,21,True,False,False,OK,
ETH_ETHUSD__ExitMA_Period__60,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,ExitMA_Period,60,{'ExitMA_Period': 60},open_prices,4481.0,1.78,3.0287,21,2175.0,2.29,1.0735,25,True,False,False,OK,
ETH_ETHUSD__ExitMA_Period__80,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,ExitMA_Period,80,{'ExitMA_Period': 80},open_prices,1039.0,1.1704,2.4462,21,3320.0,3.9511,0.6443,15,True,False,False,OK,
ETH_ETHUSD__ExitMA_Period__100,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,ExitMA_Period,100,{'ExitMA_Period': 100},open_prices,1563.0,1.2512,3.3497,20,3049.0,4.2856,0.5773,13,True,False,False,OK,
ETH_ETHUSD__ReentryCooldown__0,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,ReentryCooldown,0,{'ReentryCooldown': 0},open_prices,2959.0,1.2819,4.3655,41,1933.0,1.6818,1.6304,30,True,False,False,OK,
ETH_ETHUSD__ReentryCooldown__1,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,ReentryCooldown,1,{'ReentryCooldown': 1},open_prices,2959.0,1.2819,4.3655,41,1933.0,1.6818,1.6304,30,True,False,False,OK,
ETH_ETHUSD__ReentryCooldown__3,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,ReentryCooldown,3,{'ReentryCooldown': 3},open_prices,3205.0,1.3205,4.4176,31,3814.0,5.2051,0.5539,23,True,False,False,OK,
ETH_ETHUSD__ReentryCooldown__7,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,ReentryCooldown,7,{'ReentryCooldown': 7},open_prices,2534.0,1.2768,4.088,25,2824.0,3.2538,0.701,19,True,False,False,OK,
ETH_ETHUSD__ReentryCooldown__10,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,ReentryCooldown,10,{'ReentryCooldown': 10},open_prices,3691.0,1.4552,3.7149,22,2377.0,2.8484,0.7419,18,True,False,False,OK,
ETH_ETHUSD__ReentryCooldown__14,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,ReentryCooldown,14,{'ReentryCooldown': 14},open_prices,1626.0,1.1916,3.8099,22,2641.0,3.4499,0.7399,16,True,False,False,OK,
ETH_ETHUSD__MA_Method__1,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,MA_Method,1,{'MA_Method': 1},open_prices,3443.0,1.3408,3.6128,38,3224.0,3.2052,0.704,24,True,False,False,OK,ENUM: EMA/SMMA/LWMA
ETH_ETHUSD__MA_Method__2,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,MA_Method,2,{'MA_Method': 2},open_prices,668.0,1.0665,4.2963,29,2760.0,3.4382,0.7423,15,True,False,False,OK,ENUM: EMA/SMMA/LWMA
ETH_ETHUSD__MA_Method__3,ETH_ETHUSD,ETH_EA,ETHUSD,configs/eth_ea_d1.yaml,MA_Method,3,{'MA_Method': 3},open_prices,2538.0,1.1965,4.5206,40,3785.0,4.3885,0.441,20,True,False,False,OK,ENUM: EMA/SMMA/LWMA
PB_GOLD__ADX_Period__28,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ADX_Period,28,{'ADX_Period': 28},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ADX_Threshold__15p0,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ADX_Threshold,15.0,{'ADX_Threshold': 15.0},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ADX_Threshold__20p0,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ADX_Threshold,20.0,{'ADX_Threshold': 20.0},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ADX_Threshold__27p5,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ADX_Threshold,27.5,{'ADX_Threshold': 27.5},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ADX_Threshold__30p0,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ADX_Threshold,30.0,{'ADX_Threshold': 30.0},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ATR_Period__7,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ATR_Period,7,{'ATR_Period': 7},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ATR_Period__10,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ATR_Period,10,{'ATR_Period': 10},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ATR_Period__20,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ATR_Period,20,{'ATR_Period': 20},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ATR_Period__28,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ATR_Period,28,{'ATR_Period': 28},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ATR_SL_Mult__1p0,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ATR_SL_Mult,1.0,{'ATR_SL_Mult': 1.0},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ATR_SL_Mult__2p0,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ATR_SL_Mult,2.0,{'ATR_SL_Mult': 2.0},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ATR_SL_Mult__2p5,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ATR_SL_Mult,2.5,{'ATR_SL_Mult': 2.5},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ATR_SL_Mult__3p0,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ATR_SL_Mult,3.0,{'ATR_SL_Mult': 3.0},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__RR_Ratio__1p0,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,RR_Ratio,1.0,{'RR_Ratio': 1.0},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__RR_Ratio__2p5,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,RR_Ratio,2.5,{'RR_Ratio': 2.5},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__RR_Ratio__3p0,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,RR_Ratio,3.0,{'RR_Ratio': 3.0},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__RR_Ratio__5p0,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,RR_Ratio,5.0,{'RR_Ratio': 5.0},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__MA_Slope_Lookback__10,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,MA_Slope_Lookback,10,{'MA_Slope_Lookback': 10},open_prices,,,,,,,,,,,,UNVERIFIABLE,effective only when trend-strength is enabled
PB_GOLD__MA_Slope_Lookback__30,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,MA_Slope_Lookback,30,{'MA_Slope_Lookback': 30},open_prices,,,,,,,,,,,,UNVERIFIABLE,effective only when trend-strength is enabled
PB_GOLD__MA_Slope_Lookback__40,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,MA_Slope_Lookback,40,{'MA_Slope_Lookback': 40},open_prices,,,,,,,,,,,,UNVERIFIABLE,effective only when trend-strength is enabled
SCA_GOLD__RangeStartHour__1,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,RangeStartHour,1,{'RangeStartHour': 1},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__RangeStartHour__2,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,RangeStartHour,2,{'RangeStartHour': 2},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__RangeStartHour__3,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,RangeStartHour,3,{'RangeStartHour': 3},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__RangeEndHour__7,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,RangeEndHour,7,{'RangeEndHour': 7},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__RangeEndHour__8,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,RangeEndHour,8,{'RangeEndHour': 8},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__RangeEndHour__10,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,RangeEndHour,10,{'RangeEndHour': 10},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__RangeEndHour__11,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,RangeEndHour,11,{'RangeEndHour': 11},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__TradeEndHour__10,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,TradeEndHour,10,{'TradeEndHour': 10},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__TradeEndHour__12,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,TradeEndHour,12,{'TradeEndHour': 12},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__TradeEndHour__14,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,TradeEndHour,14,{'TradeEndHour': 14},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__TradeEndHour__16,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,TradeEndHour,16,{'TradeEndHour': 16},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__TradeEndHour__18,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,TradeEndHour,18,{'TradeEndHour': 18},every_tick,,,,,,,,,,,,UNVERIFIABLE,
SCA_GOLD__ForceCloseHour__18,SCA_GOLD,SCA_EA,GOLD,configs/sca_gold_m15.yaml,ForceCloseHour,18,{'ForceCloseHour': 18},every_tick,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__TrendMA_Period__100,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,TrendMA_Period,100,{'TrendMA_Period': 100},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__TrendMA_Period__150,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,TrendMA_Period,150,{'TrendMA_Period': 150},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__TrendMA_Period__250,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,TrendMA_Period,250,{'TrendMA_Period': 250},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__TrendMA_Period__300,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,TrendMA_Period,300,{'TrendMA_Period': 300},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__FastEMA_Period__10,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,FastEMA_Period,10,{'FastEMA_Period': 10},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__FastEMA_Period__15,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,FastEMA_Period,15,{'FastEMA_Period': 15},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__FastEMA_Period__25,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,FastEMA_Period,25,{'FastEMA_Period': 25},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__FastEMA_Period__30,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,FastEMA_Period,30,{'FastEMA_Period': 30},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__FastEMA_Period__35,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,FastEMA_Period,35,{'FastEMA_Period': 35},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__SlowEMA_Period__35,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,SlowEMA_Period,35,{'SlowEMA_Period': 35},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__SlowEMA_Period__40,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,SlowEMA_Period,40,{'SlowEMA_Period': 40},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__SlowEMA_Period__60,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,SlowEMA_Period,60,{'SlowEMA_Period': 60},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__SlowEMA_Period__75,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,SlowEMA_Period,75,{'SlowEMA_Period': 75},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__SlowEMA_Period__100,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,SlowEMA_Period,100,{'SlowEMA_Period': 100},open_prices,,,,,,,,,,,,UNVERIFIABLE,
PB_GOLD__ADX_Period__7,PB_GOLD,PullbackTrend,GOLD,configs/pullback_gold_h4.yaml,ADX_Period,7,{'ADX_Period': 7},open_prices,,,,,,,,,,,,UNVERIFIABLE,
