id,family,overview,rationale,test_method,variation,implementation_class,status,parameter_json,unverified_reason
OAFX0056,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.45; OafxGJMaxRange=1.0; OafxGJBuffer=0.02,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.02, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.45, ""OafxLabMode"": 1}",
OAFX0057,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.45; OafxGJMaxRange=1.0; OafxGJBuffer=0.04,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.04, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.45, ""OafxLabMode"": 1}",
OAFX0058,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.45; OafxGJMaxRange=1.0; OafxGJBuffer=0.06,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.06, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.45, ""OafxLabMode"": 1}",
OAFX0059,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.45; OafxGJMaxRange=1.0; OafxGJBuffer=0.08,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.08, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.45, ""OafxLabMode"": 1}",
OAFX0060,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.45; OafxGJMaxRange=1.0; OafxGJBuffer=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.1, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.45, ""OafxLabMode"": 1}",
OAFX0061,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.7; OafxGJBuffer=0.02,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.02, ""OafxGJMaxRange"": 0.7, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0062,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.7; OafxGJBuffer=0.04,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.04, ""OafxGJMaxRange"": 0.7, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0063,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.7; OafxGJBuffer=0.06,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.06, ""OafxGJMaxRange"": 0.7, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0064,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.7; OafxGJBuffer=0.08,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.08, ""OafxGJMaxRange"": 0.7, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0065,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.7; OafxGJBuffer=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.1, ""OafxGJMaxRange"": 0.7, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0066,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.8; OafxGJBuffer=0.02,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.02, ""OafxGJMaxRange"": 0.8, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0067,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.8; OafxGJBuffer=0.04,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.04, ""OafxGJMaxRange"": 0.8, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0068,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.8; OafxGJBuffer=0.06,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.06, ""OafxGJMaxRange"": 0.8, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0069,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.8; OafxGJBuffer=0.08,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.08, ""OafxGJMaxRange"": 0.8, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0070,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.8; OafxGJBuffer=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.1, ""OafxGJMaxRange"": 0.8, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0071,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.9; OafxGJBuffer=0.02,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.02, ""OafxGJMaxRange"": 0.9, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0072,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.9; OafxGJBuffer=0.04,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.04, ""OafxGJMaxRange"": 0.9, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0073,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.9; OafxGJBuffer=0.06,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.06, ""OafxGJMaxRange"": 0.9, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0074,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.9; OafxGJBuffer=0.08,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.08, ""OafxGJMaxRange"": 0.9, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0075,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=0.9; OafxGJBuffer=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.1, ""OafxGJMaxRange"": 0.9, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0076,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=1.0; OafxGJBuffer=0.02,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.02, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0077,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=1.0; OafxGJBuffer=0.04,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.04, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0078,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=1.0; OafxGJBuffer=0.06,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.06, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0079,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=1.0; OafxGJBuffer=0.08,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.08, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0080,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.5; OafxGJMaxRange=1.0; OafxGJBuffer=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.1, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.5, ""OafxLabMode"": 1}",
OAFX0081,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.7; OafxGJBuffer=0.02,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.02, ""OafxGJMaxRange"": 0.7, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0082,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.7; OafxGJBuffer=0.04,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.04, ""OafxGJMaxRange"": 0.7, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0083,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.7; OafxGJBuffer=0.06,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.06, ""OafxGJMaxRange"": 0.7, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0084,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.7; OafxGJBuffer=0.08,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.08, ""OafxGJMaxRange"": 0.7, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0085,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.7; OafxGJBuffer=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.1, ""OafxGJMaxRange"": 0.7, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0086,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.8; OafxGJBuffer=0.02,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.02, ""OafxGJMaxRange"": 0.8, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0087,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.8; OafxGJBuffer=0.04,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.04, ""OafxGJMaxRange"": 0.8, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0088,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.8; OafxGJBuffer=0.06,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.06, ""OafxGJMaxRange"": 0.8, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0089,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.8; OafxGJBuffer=0.08,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.08, ""OafxGJMaxRange"": 0.8, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0090,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.8; OafxGJBuffer=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.1, ""OafxGJMaxRange"": 0.8, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0091,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.9; OafxGJBuffer=0.02,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.02, ""OafxGJMaxRange"": 0.9, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0092,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.9; OafxGJBuffer=0.04,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.04, ""OafxGJMaxRange"": 0.9, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0093,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.9; OafxGJBuffer=0.06,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.06, ""OafxGJMaxRange"": 0.9, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0094,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.9; OafxGJBuffer=0.08,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.08, ""OafxGJMaxRange"": 0.9, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0095,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=0.9; OafxGJBuffer=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.1, ""OafxGJMaxRange"": 0.9, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0096,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=1.0; OafxGJBuffer=0.02,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.02, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0097,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=1.0; OafxGJBuffer=0.04,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.04, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0098,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=1.0; OafxGJBuffer=0.06,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.06, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0099,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=1.0; OafxGJBuffer=0.08,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.08, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0100,sca_gj_range_quality,SCA GBPJPYのレンジ幅とブレイクbufferを同時調整,FULL最大DDの81.48%を占める主因枠の偽ブレイクを入口で抑える,Min/Max Range÷ATRdとbufferをEAの発注前に適用して実バックテスト,OafxGJMinRange=0.55; OafxGJMaxRange=1.0; OafxGJBuffer=0.1,2軽微なコード変更,UNTESTED,"{""OafxGJBuffer"": 0.1, ""OafxGJMaxRange"": 1.0, ""OafxGJMinRange"": 0.55, ""OafxLabMode"": 1}",
OAFX0101,sca_gj_boost_rr_direction,SCA GBPJPYの実効boost lot・RR・BUY限定を同時調整,"0.06 lot群の総損失-457,350円とIS SELL純損失-4,264円を直接狙う",boostを1～5の有効lot段階へ変更し、RRとBUY限定をEA内で実測,OafxGJBoostMult=1; OafxGJRR=1.2; OafxGJDirection=0,2軽微なコード変更,UNTESTED,"{""OafxGJBoostMult"": 1, ""OafxGJDirection"": 0, ""OafxGJRR"": 1.2, ""OafxLabMode"": 2}",
